Timestamp	Battery	Time_ms	Q0	Q1	Q2	Q3	Acc_X	Acc_Y	Acc_Z	Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8
2025-02-28 14:09:09	131	719405	3546308864	124814208	759341120	15633541	3980	-630	-66	20475	770	7280	1540	20475	980	20475	1595
2025-02-28 14:09:09	129	719515	3554726592	130817936	766436160	20438020	3944	-594	-260	20475	765	7610	1510	20475	935	20475	1605
2025-02-28 14:09:09	132	719858	3564729664	126754936	776595904	22282870	3966	-500	-286	20475	770	7280	1495	20475	915	20475	1620
2025-02-28 14:09:09	131	720308	3584820672	144043200	791209152	42932236	3916	-486	-430	20475	785	6915	1600	20475	915	20475	1780
2025-02-28 14:09:10	131	720421	3574455360	120318312	786499328	26767104	3964	-546	-450	20475	780	6880	1535	20475	905	20475	1740
2025-02-28 14:09:10	129	720759	3542416576	90937272	759781120	32285520	4620	-166	-432	20475	790	8950	1905	20475	1265	20475	1665
2025-02-28 14:09:10	131	721096	3448038912	133893976	641287488	4214675256	3114	-714	1270	20475	1960	8140	3765	20475	2360	20475	2610
2025-02-28 14:09:11	130	722008	3412916160	153108080	559285888	4098359232	2286	-1028	1104	20475	1350	9820	2910	20475	1610	20475	1850
2025-02-28 14:09:11	126	722121	3440495744	95891744	624940672	4143164960	3778	-1132	1802	20475	1355	9635	2870	20475	1605	20475	1835
2025-02-28 14:09:11	131	722346	3478215040	110651872	688164800	3574763	4620	-870	476	20475	1360	8715	3755	20475	1625	20475	1800
2025-02-28 14:09:12	129	722458	3508688832	131836888	717381760	51578092	4194	86	-870	20475	1365	10445	5770	20475	1625	20475	1785
2025-02-28 14:09:12	131	722796	3567709760	148016592	770562944	91279648	4250	-816	-672	20475	855	9060	2240	20475	1435	20475	1775
2025-02-28 14:09:12	129	723021	3572695232	174435584	772300864	66016344	3992	-572	-332	20475	795	9285	1885	20475	960	20475	1780
2025-02-28 14:09:12	131	723246	3574959168	205051744	767670464	55998152	3934	-722	-374	20475	795	8015	1755	20475	920	20475	1735
2025-02-28 14:09:13	132	723696	3614236800	274650432	779894784	76477912	3812	-868	-676	20475	770	8320	5300	20475	880	20475	1560
2025-02-28 14:09:13	129	723809	3632214912	287436800	789395840	88910856	3750	-870	-952	20475	770	7300	4440	20475	875	20475	1505
2025-02-28 14:09:13	128	724040	3643021120	302524864	791816512	96867264	3774	-830	-1028	20475	745	7855	1225	20475	865	20475	1860
2025-02-28 14:09:13	131	724158	3636856384	301837184	786627264	99566184	3870	-782	-828	20475	735	8410	1220	20475	865	20475	1520
2025-02-28 14:09:13	128	724270	3622774400	290374368	779457408	95901584	3816	-878	-824	20475	730	8345	1265	20475	870	20475	1415
2025-02-28 14:09:14	129	724608	3606711680	276714560	771228736	88605016	3876	-844	-638	20475	745	7710	1440	20475	900	20475	1420
2025-02-28 14:09:14	126	724833	3597736704	272601440	765561856	79904680	3896	-852	-536	20475	745	7900	1370	20475	895	20475	1430
2025-02-28 14:09:15	131	725396	3569032192	235299616	752068288	70408144	3910	-888	-324	20475	745	7140	1365	20475	890	20475	1510
2025-02-28 14:09:15	129	725509	3563149440	215709280	751705344	75912984	3932	-710	-204	20475	745	8280	1400	20475	910	20475	1515
2025-02-28 14:09:15	130	725846	3549646848	173393136	748530816	83938096	3966	-456	-76	20475	750	8290	1400	20475	960	20475	1525
2025-02-28 14:09:15	129	725959	3546871040	166052224	747335424	84734064	3966	-434	-54	20475	755	8125	1420	20475	970	20475	1530
2025-02-28 14:09:16	129	726758	3552677056	168436576	752725952	83363856	3954	-430	-114	20475	765	7860	1435	20475	945	20475	1615
2025-02-28 14:09:16	129	726983	3553231232	168591632	753367616	82177448	4010	-430	-108	20475	770	7800	1460	20475	940	20475	1620
2025-02-28 14:09:16	130	727096	3555200576	162665200	756943552	78951208	3980	-442	-136	20475	775	8065	1485	20475	945	20475	7750
2025-02-28 14:09:16	130	727208	3554568064	162217776	756799296	75238016	3970	-388	-170	20475	775	8235	1465	20475	945	20475	1710
2025-02-28 14:09:17	132	727546	3552487168	169063872	753156224	76209064	3964	-466	-120	20475	775	8125	1430	20475	935	20475	1695
2025-02-28 14:09:17	129	727658	3551861568	172075456	751899264	75783080	3974	-496	-148	20475	775	8180	1405	20475	935	20475	1675
2025-02-28 14:09:17	128	727771	3550812480	174241936	750345536	75938896	3992	-508	-122	20475	775	7880	1430	20475	935	20475	1660
2025-02-28 14:09:17	131	727996	3549535744	176070400	748592832	76495680	3988	-524	-110	20475	775	8200	1390	20475	935	20475	1635
2025-02-28 14:09:17	131	728109	3549262848	177843232	747799616	77486352	3992	-506	-72	20475	770	7820	1380	20475	935	20475	1620
2025-02-28 14:09:18	132	728677	3550954688	179084416	748816768	80987464	3952	-510	-100	20475	770	7835	1380	20475	945	20475	1615
2025-02-28 14:09:18	130	728908	3551195200	177925168	749410304	80257480	3972	-514	-100	20475	770	7695	1390	20475	940	20475	1605
2025-02-28 14:09:18	129	729246	3550551040	179453024	748245568	81738224	3960	-510	-102	20475	775	7810	1390	20475	940	20475	1605
2025-02-28 14:09:19	130	729358	3550506048	180220736	747958976	82260120	3986	-496	-86	20475	775	7950	1385	20475	940	20475	1595
2025-02-28 14:09:19	127	729471	3549786816	180859248	747071168	82414720	3984	-502	-110	20475	775	7750	1375	20475	940	20475	1595
2025-02-28 14:09:19	126	729583	3549592064	180841456	746846464	82727920	3992	-498	-86	20475	770	7700	1370	20475	950	20475	1595
2025-02-28 14:09:19	131	729696	3549261440	181437920	746432960	82171584	3962	-518	-92	20475	770	7735	1365	20475	945	20475	1600
2025-02-28 14:09:19	129	729808	3548605248	181731920	745709120	82138256	3980	-532	-116	20475	770	7555	1380	20475	945	20475	1580
2025-02-28 14:09:19	131	730146	3547973440	180140848	745194496	84534328	3976	-488	-76	20475	770	7640	1375	20475	950	20475	1580
2025-02-28 14:09:20	132	730596	3547377024	179280000	744736832	85124520	3986	-474	-80	20475	770	7885	1365	20475	955	20475	1580
2025-02-28 14:09:20	130	731165	3547162496	181218672	743916800	86296496	3974	-480	-56	20475	770	7785	1375	20475	960	20475	1575
